Rowno,Count,Count,Row,Row,Row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,25,25,"3,4,5,7,11,12,15,18,19,21,24,25,26,,29,33,38,39,41,45,46,47,48,49,52,55,,,,,,,,,,,,,,,,,,,,","3,4,5,7,11,12,15,18,19,21,24,25,26,,29,33,38,39,41,45,46,47,48,49,52,55,,,,,,,,,,,,,,,,,,,,",3,4,5,7,11,12,15,18,19,21,24,25,26,,29,33,38,39,41,45,46,47,48,49,52,55,,,,,,,,,,,,,,,
52,23,23,"5,7,11,12,16,17,18,24,25,26,27,,29,31,,38,39,40,41,46,48,50,53,54,55,,,,,,,,,,,,,,,,,,,,,","5,7,11,12,16,17,18,24,25,26,27,,29,31,,38,39,40,41,46,48,50,53,54,55,,,,,,,,,,,,,,,,,,,,,",5,7,11,12,16,17,18,24,25,26,27,,29,31,,38,39,40,41,46,48,50,53,54,55,,,,,,,,,,,,,,,,
51,22,22,"5,7,13,16,19,20,24,25,27,,29,,33,34,35,36,39,40,41,46,47,48,50,55,,,,,,,,,,,,,,,,,,,,,,","5,7,13,16,19,20,24,25,27,,29,,33,34,35,36,39,40,41,46,47,48,50,55,,,,,,,,,,,,,,,,,,,,,,",5,7,13,16,19,20,24,25,27,,29,,33,34,35,36,39,40,41,46,47,48,50,55,,,,,,,,,,,,,,,,,
35,19,19,"4,7,11,12,15,18,20,24,30,38,39,40,41,46,48,50,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,7,11,12,15,18,20,24,30,38,39,40,41,46,48,50,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,7,11,12,15,18,20,24,30,38,39,40,41,46,48,50,53,54,55,,,,,,,,,,,,,,,,,,,,,,
66,19,19,"6,11,12,14,15,17,18,25,26,29,33,38,39,41,45,47,52,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,","6,11,12,14,15,17,18,25,26,29,33,38,39,41,45,47,52,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,",6,11,12,14,15,17,18,25,26,29,33,38,39,41,45,47,52,53,54,,,,,,,,,,,,,,,,,,,,,,
27,17,17,",3,4,5,7,8,11,14,18,20,24,33,39,48,52,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",3,4,5,7,8,11,14,18,20,24,33,39,48,52,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,3,4,5,7,8,11,14,18,20,24,33,39,48,52,53,54,55,,,,,,,,,,,,,,,,,,,,,,,
49,17,17,"4,6,7,24,27,33,34,35,36,39,41,45,48,50,52,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,6,7,24,27,33,34,35,36,39,41,45,48,50,52,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,6,7,24,27,33,34,35,36,39,41,45,48,50,52,53,54,,,,,,,,,,,,,,,,,,,,,,,,
73,17,17,"7,8,11,16,21,22,26,,29,30,31,33,35,39,47,50,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,8,11,16,21,22,26,,29,30,31,33,35,39,47,50,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,8,11,16,21,22,26,,29,30,31,33,35,39,47,50,52,53,,,,,,,,,,,,,,,,,,,,,,,
88,17,17,"7,11,16,20,24,25,,30,33,38,39,40,41,46,50,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,11,16,20,24,25,,30,33,38,39,40,41,46,50,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,11,16,20,24,25,,30,33,38,39,40,41,46,50,53,54,55,,,,,,,,,,,,,,,,,,,,,,,
28,16,16,"3,11,12,15,17,19,21,24,25,27,45,47,49,50,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,11,12,15,17,19,21,24,25,27,45,47,49,50,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,11,12,15,17,19,21,24,25,27,45,47,49,50,52,54,,,,,,,,,,,,,,,,,,,,,,,,,
39,15,15,"4,5,7,12,20,24,25,27,,31,39,43,46,52,53,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,5,7,12,20,24,25,27,,31,39,43,46,52,53,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,5,7,12,20,24,25,27,,31,39,43,46,52,53,55,,,,,,,,,,,,,,,,,,,,,,,,,
55,15,15,"5,7,11,12,15,17,18,19,24,26,33,38,41,49,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","5,7,11,12,15,17,18,19,24,26,33,38,41,49,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5,7,11,12,15,17,18,19,24,26,33,38,41,49,52,,,,,,,,,,,,,,,,,,,,,,,,,,
56,15,15,"6,7,11,17,24,25,,29,30,,40,41,43,45,50,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","6,7,11,17,24,25,,29,30,,40,41,43,45,50,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",6,7,11,17,24,25,,29,30,,40,41,43,45,50,52,53,,,,,,,,,,,,,,,,,,,,,,,,
18,14,14,"3,4,5,18,20,27,,30,,33,35,39,41,46,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,4,5,18,20,27,,30,,33,35,39,41,46,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,4,5,18,20,27,,30,,33,35,39,41,46,48,50,,,,,,,,,,,,,,,,,,,,,,,,,
30,14,14,"3,4,7,11,18,25,30,31,39,40,41,48,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,4,7,11,18,25,30,31,39,40,41,48,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,4,7,11,18,25,30,31,39,40,41,48,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,14,14,"4,11,12,15,17,26,,30,31,,33,38,39,41,47,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,11,12,15,17,26,,30,31,,33,38,39,41,47,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,11,12,15,17,26,,30,31,,33,38,39,41,47,52,,,,,,,,,,,,,,,,,,,,,,,,,
21,13,13,"3,6,11,12,15,19,,29,31,38,39,41,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,6,11,12,15,19,,29,31,38,39,41,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,6,11,12,15,19,,29,31,38,39,41,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,13,13,"3,14,15,16,17,21,25,26,,45,47,50,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,14,15,16,17,21,25,26,,45,47,50,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,14,15,16,17,21,25,26,,45,47,50,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,13,13,"4,6,8,17,18,20,24,26,30,,33,42,45,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,6,8,17,18,20,24,26,30,,33,42,45,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,6,8,17,18,20,24,26,30,,33,42,45,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,13,13,"6,8,15,16,19,24,25,31,,35,45,50,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","6,8,15,16,19,24,25,31,,35,45,50,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",6,8,15,16,19,24,25,31,,35,45,50,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,13,13,"4,7,11,15,24,25,,39,40,41,45,48,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,7,11,15,24,25,,39,40,41,45,48,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,7,11,15,24,25,,39,40,41,45,48,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,13,13,"9,11,16,17,31,35,36,40,41,45,50,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","9,11,16,17,31,35,36,40,41,45,50,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",9,11,16,17,31,35,36,40,41,45,50,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,12,12,"7,11,,29,31,33,38,39,45,52,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,11,,29,31,33,38,39,45,52,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,11,,29,31,33,38,39,45,52,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,11,"3,8,11,17,18,19,20,24,,29,,43,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,8,11,17,18,19,20,24,,29,,43,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,8,11,17,18,19,20,24,,29,,43,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,11,11,"12,17,20,27,30,33,46,47,50,52,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","12,17,20,27,30,33,46,47,50,52,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",12,17,20,27,30,33,46,47,50,52,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,10,10,"4,6,7,12,15,24,,,45,50,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,6,7,12,15,24,,,45,50,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,6,7,12,15,24,,,45,50,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,10,10,"6,24,25,,31,,38,47,49,50,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","6,24,25,,31,,38,47,49,50,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",6,24,25,,31,,38,47,49,50,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,10,10,"6,14,19,20,,30,33,41,47,50,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","6,14,19,20,,30,33,41,47,50,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",6,14,19,20,,30,33,41,47,50,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,10,10,"7,15,24,,,33,36,38,40,41,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,15,24,,,33,36,38,40,41,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,15,24,,,33,36,38,40,41,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,10,10,"15,19,24,29,38,41,47,49,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","15,19,24,29,38,41,47,49,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",15,19,24,29,38,41,47,49,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,10,10,"17,18,20,24,,34,42,45,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","17,18,20,24,,34,42,45,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",17,18,20,24,,34,42,45,53,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,8,8,"3,15,24,26,29,38,41,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,15,24,26,29,38,41,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,15,24,26,29,38,41,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,9,9,"3,6,12,15,17,19,26,,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,6,12,15,17,19,26,,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,6,12,15,17,19,26,,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,9,9,"3,15,19,25,,29,30,35,50,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,15,19,25,,29,30,35,50,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,15,19,25,,29,30,35,50,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,9,9,"9,11,18,,30,33,40,41,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","9,11,18,,30,33,40,41,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",9,11,18,,30,33,40,41,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,9,9,"12,15,19,24,29,33,49,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","12,15,19,24,29,33,49,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",12,15,19,24,29,33,49,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8,8,"3,17,25,27,,31,,35,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,17,25,27,,31,,35,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,17,25,27,,31,,35,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8,8,"3,11,15,19,24,,33,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,11,15,19,24,,33,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,11,15,19,24,,33,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8,8,"4,16,20,26,,30,,33,42,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,16,20,26,,30,,33,42,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,16,20,26,,30,,33,42,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,7,7,"4,7,27,,29,41,50,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,7,27,,29,41,50,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,7,27,,29,41,50,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8,8,"4,12,14,24,26,,30,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,12,14,24,26,,30,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,12,14,24,26,,30,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,8,8,"6,18,24,33,40,46,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","6,18,24,33,40,46,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",6,18,24,33,40,46,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,7,7,"7,11,,33,39,40,46,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,11,,33,39,40,46,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,11,,33,39,40,46,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,8,8,"15,17,24,,38,46,49,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","15,17,24,,38,46,49,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",15,17,24,,38,46,49,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,7,7,"7,24,,33,35,41,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,24,,33,35,41,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,24,,33,35,41,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,7,7,"7,27,33,40,41,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,27,33,40,41,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,27,33,40,41,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,7,7,"12,17,24,29,43,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","12,17,24,29,43,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",12,17,24,29,43,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,7,7,"15,16,20,24,27,,45,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","15,16,20,24,27,,45,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",15,16,20,24,27,,45,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,7,7,"24,,29,33,36,40,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","24,,29,33,36,40,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",24,,29,33,36,40,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6,6,"3,8,,29,,43,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,8,,29,,43,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,8,,29,,43,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,6,6,"3,15,19,29,31,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,15,19,29,31,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,15,19,29,31,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,6,6,"5,7,20,24,,40,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","5,7,20,24,,40,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5,7,20,24,,40,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,6,6,"6,26,29,47,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","6,26,29,47,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",6,26,29,47,50,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,6,6,"6,16,24,33,36,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","6,16,24,33,36,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",6,16,24,33,36,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,6,6,"7,10,16,24,,,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,10,16,24,,,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,10,16,24,,,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,6,6,"7,26,31,,33,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,26,31,,33,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,26,31,,33,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,5,5,"7,,40,41,50,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,,40,41,50,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,,40,41,50,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,6,6,"11,16,19,24,30,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","11,16,19,24,30,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",11,16,19,24,30,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5,5,"15,19,24,43,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","15,19,24,43,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",15,19,24,43,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,6,6,"24,,,34,43,48,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","24,,,34,43,48,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",24,,,34,43,48,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5,5,"3,15,17,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,15,17,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,15,17,38,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,5,5,",7,24,,36,48,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",7,24,,36,48,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,7,24,,36,48,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,5,5,"7,15,38,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,15,38,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,15,38,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,5,5,"11,12,,38,50,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","11,12,,38,50,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",11,12,,38,50,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,5,"15,43,44,49,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","15,43,44,49,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",15,43,44,49,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5,5,"18,24,,30,,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","18,24,,30,,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",18,24,,30,,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,5,5,"19,23,27,30,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","19,23,27,30,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",19,23,27,30,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
