Rowno,Word,Count,Row,Root,Percent observed agreement,Agreement percentage (Complex),Agreement percentage (Simple)
639,भावुक,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",भावुक,1,0,100
640,प्यारा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",प्यारा,1,0,100
641,अनजान,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",अनजान,1,0,100
642,उतनी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
644,कहा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कहा,1,0,100
645,इतने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
647,हम,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
649,मैदानों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मैदान,1,0,100
650,घूम,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
651,जैसे-तैसे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जैसे-तैसे,1,0,100
652,नगर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",नगर,1,0,100
653,तुम,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
654,कहते,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
655,इससे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
656,बच,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बच,1,0,100
660,देखा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
661,काले-काले,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
663,रक्षा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",रक्षा,1,0,100
664,खड़े,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",खड़ा,1,0,100
665,डिब्बी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
666,खोली,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",खोली,1,0,100
667,चुटकी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",चुटकी,1,0,100
668,मुँह,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मुँह,1,0,100
671,देख,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
672,बाबा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बाबा,1,0,100
673,राह,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",राह,1,0,100
674,इतनी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
675,देर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",देर,1,0,100
676,कैसे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कैसे,1,0,100
678,सोच,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सोच,1,0,100
679,उठता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
680,उन्होंने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
684,खिड़कियों,1,"33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9615384615,1.9607843137,98.0392156863
685,नौबत,1,"33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",नौबत,0.9615384615,1.9607843137,98.0392156863
686,मंत्रियों,1,"34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मंत्री,0.9615384615,1.9607843137,98.0392156863
689,ह्रदय,1,"35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9615384615,1.9607843137,98.0392156863
690,कतारे,1,"41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कतारा,0.9615384615,1.9607843137,98.0392156863
691,प्रसार,1,"42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",प्रसार,0.9615384615,1.9607843137,98.0392156863
703,विपण,1,"50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9615384615,1.9607843137,98.0392156863
706,घुमेर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9615384615,0,100
727,बँधाये,1,"54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9615384615,1.9607843137,98.0392156863
